# Created by ensembl_prep v1.2.0 based on Ensembl release 75 (genome build GRCh37)
ENSG	GENE	ENST
ENSG00000146278	PNRC1	ENST00000336032
ENSG00000181523	SGSH	ENST00000326317
ENSG00000090905	TNRC6A	ENST00000395799
ENSG00000184005	ST6GALNAC3	ENST00000328299
ENSG00000184007	PTP4A2	ENST00000344035
ENSG00000175216	CKAP5	ENST00000529230
ENSG00000163283	ALPP	ENST00000392027
ENSG00000197641	SERPINB13	ENST00000344731
ENSG00000221859	KRTAP10-10	ENST00000380095
ENSG00000164916	FOXK1	ENST00000328914
ENSG00000164919	COX6C	ENST00000520468
ENSG00000172362	OR5B12	ENST00000302572
ENSG00000172365	OR5B2	ENST00000302581
ENSG00000066322	ELOVL1	ENST00000372458
ENSG00000112394	SLC16A10	ENST00000368851
ENSG00000172366	FAM195A	ENST00000307650
ENSG00000212935	KRTAP10-3	ENST00000391620
ENSG00000241322	CDRT1	ENST00000395906
ENSG00000162365	CYP4A22	ENST00000371891
ENSG00000162366	PDZK1IP1	ENST00000294338
ENSG00000162367	TAL1	ENST00000294339
ENSG00000162368	CMPK1	ENST00000371873
ENSG00000168255	POLR2J3	ENST00000379357
ENSG00000114933	INO80D	ENST00000403263
ENSG00000260238	PMF1-BGLAP	ENST00000368276
ENSG00000088053	GP6	ENST00000310373
ENSG00000221988	PPT2	ENST00000361568
ENSG00000221989	OR2A2	ENST00000408979
ENSG00000204104	TRAF3IP1	ENST00000373327
ENSG00000221986	MYBPHL	ENST00000357155
ENSG00000151967	SCHIP1	ENST00000445224
ENSG00000077463	SIRT6	ENST00000337491
ENSG00000151962	RBM46	ENST00000281722
ENSG00000221983	UBA52	ENST00000442744
ENSG00000119547	ONECUT2	ENST00000491143
ENSG00000196411	EPHB4	ENST00000358173
ENSG00000119013	NDUFB3	ENST00000237889
ENSG00000259133	RP11-1085N6.3	ENST00000556696
ENSG00000129009	ISLR	ENST00000249842
ENSG00000188279	FAM25C	ENST00000342763
ENSG00000112576	CCND3	ENST00000372991
ENSG00000267882	AL031666.2	ENST00000599904
ENSG00000160181	TFF2	ENST00000291526
ENSG00000258881	AC007040.11	ENST00000606025
ENSG00000267885	FKSG48	ENST00000594612
ENSG00000267884	AL626787.1	ENST00000595430
ENSG00000124194	GDAP1L1	ENST00000342560
ENSG00000267889	AC079354.2	ENST00000594829
ENSG00000180884	ZNF792	ENST00000404801
ENSG00000258664	IFRG15	ENST00000553856
ENSG00000070814	TCOF1	ENST00000504761
ENSG00000074842	C19orf10	ENST00000262947
ENSG00000173988	LRRC63	ENST00000595396
ENSG00000139990	DCAF5	ENST00000341516
ENSG00000112578	BYSL	ENST00000230340
ENSG00000082641	NFE2L1	ENST00000362042
ENSG00000104047	DTWD1	ENST00000251250
ENSG00000269011	AL050303.1	ENST00000596508
ENSG00000139998	RAB15	ENST00000267512
ENSG00000099624	ATP5D	ENST00000215375
ENSG00000145781	COMMD10	ENST00000274458
ENSG00000099622	CIRBP	ENST00000588030
ENSG00000132932	ATP8A2	ENST00000381655
ENSG00000128159	TUBGCP6	ENST00000248846
ENSG00000149948	HMGA2	ENST00000403681
ENSG00000158773	USF1	ENST00000368021
ENSG00000153933	DGKE	ENST00000284061
ENSG00000168300	PCMTD1	ENST00000360540
ENSG00000198146	ZNF770	ENST00000356321
ENSG00000137338	PGBD1	ENST00000405948
ENSG00000154217	PITPNC1	ENST00000581322
ENSG00000153936	HS2ST1	ENST00000370550
ENSG00000137337	MDC1	ENST00000376406
ENSG00000124635	HIST1H2BJ	ENST00000607124
ENSG00000137842	TMEM62	ENST00000260403
ENSG00000148090	AUH	ENST00000375731
ENSG00000141052	MYOCD	ENST00000425538
ENSG00000104332	SFRP1	ENST00000220772
ENSG00000159423	ALDH4A1	ENST00000375341
ENSG00000005059	CCDC109B	ENST00000394650
ENSG00000188215	DCUN1D3	ENST00000324344
ENSG00000130649	CYP2E1	ENST00000463117
ENSG00000104626	ERI1	ENST00000523898
ENSG00000139193	CD27	ENST00000266557
ENSG00000146955	RAB19	ENST00000537763
ENSG00000136943	CTSV	ENST00000259470
ENSG00000139190	VAMP1	ENST00000396308
ENSG00000130640	TUBGCP2	ENST00000543663
ENSG00000214087	ARL16	ENST00000397498
ENSG00000130643	CALY	ENST00000252939
ENSG00000122966	CIT	ENST00000392521
ENSG00000122965	RBM19	ENST00000545145
ENSG00000099998	GGT5	ENST00000398292
ENSG00000099999	RNF215	ENST00000382363
ENSG00000228919	AC097381.1	ENST00000429019
ENSG00000103811	CTSH	ENST00000220166
ENSG00000099995	SF3A1	ENST00000215793
ENSG00000099992	TBC1D10A	ENST00000403477
ENSG00000063660	GPC1	ENST00000264039
ENSG00000236609	ZNF853	ENST00000457543
ENSG00000099991	CABIN1	ENST00000398319
ENSG00000124191	TOX2	ENST00000341197
ENSG00000145777	TSLP	ENST00000344895
ENSG00000154079	C6orf57	ENST00000370474
ENSG00000185515	BRCC3	ENST00000369462
ENSG00000129003	VPS13C	ENST00000261517
ENSG00000136942	RPL35	ENST00000348462
ENSG00000185519	FAM131C	ENST00000375662
ENSG00000145808	ADAMTS19	ENST00000274487
ENSG00000101189	MRGBP	ENST00000370487
ENSG00000183580	FBXL7	ENST00000504595
ENSG00000100376	FAM118A	ENST00000216214
ENSG00000266733	TBC1D29	ENST00000580161
ENSG00000205279	CTXN3	ENST00000379445
ENSG00000181982	CCDC149	ENST00000504487
ENSG00000205277	MUC12	ENST00000536621
ENSG00000081026	MAGI3	ENST00000307546
ENSG00000197721	CR1L	ENST00000508064
ENSG00000234602	MCIDAS	ENST00000513312
ENSG00000197724	PHF2	ENST00000359246
ENSG00000120526	NUDCD1	ENST00000239690
ENSG00000128617	OPN1SW	ENST00000249389
ENSG00000197728	RPS26	ENST00000356464
ENSG00000161180	CCDC116	ENST00000292779
ENSG00000101188	NTSR1	ENST00000370501
ENSG00000166478	ZNF143	ENST00000396602
ENSG00000179476	C14orf28	ENST00000325192
ENSG00000161638	ITGA5	ENST00000293379
ENSG00000123154	WDR83	ENST00000418543
ENSG00000142178	SIK1	ENST00000270162
ENSG00000255737	AGAP2-AS1	ENST00000542466
ENSG00000255730	CTC-435M10.3	ENST00000540732
ENSG00000104897	SF3A2	ENST00000221494
ENSG00000113119	TMCO6	ENST00000394671
ENSG00000171953	ATPAF2	ENST00000474627
ENSG00000160323	ADAMTS13	ENST00000371929
ENSG00000150656	CNDP1	ENST00000358821
ENSG00000160326	SLC2A6	ENST00000371899
ENSG00000224586	GPX5	ENST00000412168
ENSG00000160325	CACFD1	ENST00000540581
ENSG00000089012	SIRPG	ENST00000303415
ENSG00000130518	KIAA1683	ENST00000392413
ENSG00000273452	AC005358.1	ENST00000609971
ENSG00000119669	IRF2BPL	ENST00000238647
ENSG00000086696	HSD17B2	ENST00000199936
ENSG00000251369	ZNF550	ENST00000457177
ENSG00000104112	SCG3	ENST00000220478
ENSG00000129197	RPAIN	ENST00000405578
ENSG00000188211	NCR3LG1	ENST00000338965
ENSG00000153066	TXNDC11	ENST00000283033
ENSG00000256043	CTSO	ENST00000433477
ENSG00000161980	POLR3K	ENST00000293860
ENSG00000079974	RABL2B	ENST00000395593
ENSG00000256040	PAPPA-AS1	ENST00000445861
ENSG00000087076	HSD17B14	ENST00000263278
ENSG00000087077	TRIP6	ENST00000200457
ENSG00000256045	MTRNR2L10	ENST00000545075
ENSG00000107829	FBXW4	ENST00000331272
ENSG00000075239	ACAT1	ENST00000265838
ENSG00000143387	CTSK	ENST00000271651
ENSG00000197165	SULT1A2	ENST00000395630
ENSG00000188869	TMC3	ENST00000359440
ENSG00000151790	TDO2	ENST00000536354
ENSG00000105443	CYTH2	ENST00000452733
ENSG00000062822	POLD1	ENST00000440232
ENSG00000169093	ASMTL	ENST00000381317
ENSG00000182170	MRGPRG	ENST00000332314
ENSG00000224051	GLTPD1	ENST00000343938
ENSG00000165443	PHYHIPL	ENST00000373880
ENSG00000146872	TLK2	ENST00000326270
ENSG00000232850	AL590708.2	ENST00000443493
ENSG00000164008	C1orf50	ENST00000372525
ENSG00000164007	CLDN19	ENST00000296387
ENSG00000178075	GRAMD1C	ENST00000358160
ENSG00000178074	C2orf69	ENST00000319974
ENSG00000181323	SPEM1	ENST00000323675
ENSG00000181322	NME9	ENST00000383180
ENSG00000106665	CLIP2	ENST00000223398
ENSG00000232859	LYRM9	ENST00000379103
ENSG00000134882	UBAC2	ENST00000403766
ENSG00000171608	PIK3CD	ENST00000377346
ENSG00000198765	SYCP1	ENST00000369522
ENSG00000225362	CT62	ENST00000449977
ENSG00000197238	HIST1H4J	ENST00000355057
ENSG00000171603	CLSTN1	ENST00000377298
ENSG00000182983	ZNF662	ENST00000328199
ENSG00000100106	TRIOBP	ENST00000406386
ENSG00000100418	DESI1	ENST00000263256
ENSG00000150776	C11orf57	ENST00000393047
ENSG00000124006	OBSL1	ENST00000404537
ENSG00000171604	CXXC5	ENST00000302517
ENSG00000130779	CLIP1	ENST00000540338
ENSG00000138629	UBL7	ENST00000567435
ENSG00000107014	RLN2	ENST00000381627
ENSG00000130822	PNCK	ENST00000447676
ENSG00000131446	MGAT1	ENST00000446023
ENSG00000151422	FER	ENST00000281092
ENSG00000157335	CLEC18C	ENST00000569347
ENSG00000131069	ACSS2	ENST00000253382
ENSG00000176055	MBLAC2	ENST00000316610
ENSG00000152684	PELO	ENST00000274311
ENSG00000160856	FCRL3	ENST00000368184
ENSG00000134884	ARGLU1	ENST00000400198
ENSG00000152683	SLC30A6	ENST00000379343
ENSG00000233932	CTXN2	ENST00000417307
ENSG00000170515	PA2G4	ENST00000303305
ENSG00000170516	COX7B2	ENST00000396533
ENSG00000103043	VAC14	ENST00000261776
ENSG00000152689	RASGRP3	ENST00000403687
ENSG00000160588	MPZL3	ENST00000278949
ENSG00000169314	C22orf15	ENST00000402217
ENSG00000134548	C12orf39	ENST00000256969
ENSG00000181061	HIGD1A	ENST00000452906
ENSG00000168148	HIST3H3	ENST00000366696
ENSG00000143614	GATAD2B	ENST00000368655
ENSG00000143341	HMCN1	ENST00000271588
ENSG00000143340	FAM163A	ENST00000341785
ENSG00000168143	FAM83B	ENST00000306858
ENSG00000134013	LOXL2	ENST00000389131
ENSG00000143612	C1orf43	ENST00000368521
ENSG00000167671	UBXN6	ENST00000301281
ENSG00000167670	CHAF1A	ENST00000301280
ENSG00000189275	AL450307.1	ENST00000341866
ENSG00000137841	PLCB2	ENST00000260402
ENSG00000167676	PLIN4	ENST00000301286
ENSG00000111843	TMEM14C	ENST00000541412
ENSG00000141720	PIP4K2B	ENST00000269554
ENSG00000111846	GCNT2	ENST00000379597
ENSG00000111845	PAK1IP1	ENST00000379568
ENSG00000171936	OR10H3	ENST00000305892
ENSG00000188580	NKAIN2	ENST00000368417
ENSG00000188581	KRTAP1-1	ENST00000306271
ENSG00000188582	PAQR9	ENST00000340634
ENSG00000183098	GPC6	ENST00000377047
ENSG00000166984	TCP10L2	ENST00000366832
ENSG00000064419	TNPO3	ENST00000265388
ENSG00000171448	ZBTB26	ENST00000373656
ENSG00000068912	ERLEC1	ENST00000185150
ENSG00000169635	HIC2	ENST00000443632
ENSG00000104331	IMPAD1	ENST00000262644
ENSG00000141425	RPRD1A	ENST00000399022
ENSG00000088833	NSFL1C	ENST00000476071
ENSG00000083312	TNPO1	ENST00000337273
ENSG00000243207	PPAN-P2RY11	ENST00000393796
ENSG00000136940	PDCL	ENST00000259467
ENSG00000106089	STX1A	ENST00000222812
ENSG00000178409	BEND3	ENST00000429433
ENSG00000106086	PLEKHA8	ENST00000449726
ENSG00000178404	DDC8	ENST00000322630
ENSG00000101181	MTG2	ENST00000370823
ENSG00000178403	NEUROG2	ENST00000313341
ENSG00000213416	KRTAP4-12	ENST00000394014
ENSG00000106080	FKBP14	ENST00000222803
ENSG00000105556	MIER2	ENST00000264819
ENSG00000163808	KIF15	ENST00000326047
ENSG00000168329	CX3CR1	ENST00000358309
ENSG00000165526	RPUSD4	ENST00000298317
ENSG00000090372	STRN4	ENST00000391910
ENSG00000163803	PLB1	ENST00000327757
ENSG00000189181	OR14I1	ENST00000342623
ENSG00000189180	ZNF33A	ENST00000432900
ENSG00000163806	SPDYA	ENST00000334056
ENSG00000163807	KIAA1143	ENST00000296121
ENSG00000153487	ING1	ENST00000375774
ENSG00000189184	PCDH18	ENST00000344876
ENSG00000221882	OR3A2	ENST00000408891
ENSG00000010810	FYN	ENST00000354650
ENSG00000147649	MTDH	ENST00000336273
ENSG00000049618	ARID1B	ENST00000346085
ENSG00000092421	SEMA6A	ENST00000343348
ENSG00000139192	TAPBPL	ENST00000266556
ENSG00000147138	GPR174	ENST00000276077
ENSG00000170430	MGMT	ENST00000306010
ENSG00000105419	MEIS3	ENST00000561293
ENSG00000105784	RUNDC3B	ENST00000338056
ENSG00000185156	MFSD6L	ENST00000329805
ENSG00000180855	ZNF443	ENST00000301547
ENSG00000108622	ICAM2	ENST00000412356
ENSG00000139197	PEX5	ENST00000434354
ENSG00000108828	VAT1	ENST00000355653
ENSG00000139767	SRRM4	ENST00000267260
ENSG00000073150	PANX2	ENST00000395842
ENSG00000086848	ALG9	ENST00000531154
ENSG00000162733	DDR2	ENST00000367922
ENSG00000162398	C1orf177	ENST00000371273
ENSG00000119718	EIF2B2	ENST00000266126
ENSG00000215375	MYL5	ENST00000400159
ENSG00000267260	CTD-2162K18.4	ENST00000590750
ENSG00000135655	USP15	ENST00000280377
ENSG00000119711	ALDH6A1	ENST00000553458
ENSG00000251139	RP11-701P16.2	ENST00000508020
ENSG00000216937	CCDC7	ENST00000362006
ENSG00000119715	ESRRB	ENST00000380887
ENSG00000119714	GPR68	ENST00000531499
ENSG00000149179	C11orf49	ENST00000378615
ENSG00000153157	SYCP2L	ENST00000283141
ENSG00000111269	CREBL2	ENST00000228865
ENSG00000147130	ZMYM3	ENST00000353904
ENSG00000165633	VSTM4	ENST00000332853
ENSG00000103199	ZNF500	ENST00000219478
ENSG00000184825	HIST1H2AH	ENST00000377459
ENSG00000111261	MANSC1	ENST00000535902
ENSG00000031081	ARHGAP31	ENST00000264245
ENSG00000131100	ATP6V1E1	ENST00000253413
ENSG00000139433	GLTP	ENST00000318348
ENSG00000228727	SAPCD1	ENST00000415669
ENSG00000139436	GIT2	ENST00000355312
ENSG00000139437	TCHP	ENST00000312777
ENSG00000135940	COX5B	ENST00000258424
ENSG00000135766	EGLN1	ENST00000366641
ENSG00000162734	PEA15	ENST00000360472
ENSG00000135945	REV1	ENST00000258428
ENSG00000188050	RNF133	ENST00000340112
ENSG00000135763	URB2	ENST00000258243
ENSG00000108953	YWHAE	ENST00000264335
ENSG00000146648	EGFR	ENST00000275493
ENSG00000178607	ERN1	ENST00000433197
ENSG00000167378	IRGQ	ENST00000422989
ENSG00000151883	PARP8	ENST00000281631
ENSG00000151882	CCL28	ENST00000361115
ENSG00000151881	C5orf28	ENST00000500337
ENSG00000165630	PRPF18	ENST00000378572
ENSG00000165637	VDAC2	ENST00000313132
ENSG00000165983	PTER	ENST00000378000
ENSG00000255472	RP11-998D10.1	ENST00000531638
ENSG00000129824	RPS4Y1	ENST00000250784
ENSG00000167858	TEKT1	ENST00000338694
ENSG00000105552	BCAT2	ENST00000316273
ENSG00000177098	SCN4B	ENST00000324727
ENSG00000167850	CD300C	ENST00000330793
ENSG00000153037	SRP19	ENST00000505459
ENSG00000214681	IQCF5	ENST00000446461
ENSG00000250506	CDK3	ENST00000425876
ENSG00000109689	STIM2	ENST00000465503
ENSG00000233803	TSPY4	ENST00000426950
ENSG00000109684	CLNK	ENST00000226951
ENSG00000109685	WHSC1	ENST00000382895
ENSG00000109686	SH3D19	ENST00000304527
ENSG00000172115	CYCS	ENST00000305786
ENSG00000109680	TBC1D19	ENST00000264866
ENSG00000172113	NME6	ENST00000421967
ENSG00000187054	TMPRSS11A	ENST00000334830
ENSG00000166188	ZNF319	ENST00000299237
ENSG00000255098	RP11-481A20.11	ENST00000527396
ENSG00000130054	FAM155B	ENST00000252338
ENSG00000132005	RFX1	ENST00000254325
ENSG00000166181	API5	ENST00000531273
ENSG00000255093	RP11-794P6.2	ENST00000528953
ENSG00000128534	NAA38	ENST00000249299
ENSG00000188636	LDOC1L	ENST00000341255
ENSG00000244094	SPRR2F	ENST00000468739
ENSG00000165185	KIAA1958	ENST00000536272
ENSG00000165186	PTCHD1	ENST00000379361
ENSG00000165181	C9orf84	ENST00000374287
ENSG00000244165	P2RY11	ENST00000321826
ENSG00000165182	CXorf58	ENST00000379211
ENSG00000165188	RNF183	ENST00000478815
ENSG00000090061	CCNK	ENST00000389879
ENSG00000111906	HDDC2	ENST00000398153
ENSG00000175029	CTBP2	ENST00000309035
ENSG00000129007	CALML4	ENST00000467889
ENSG00000148399	DPH7	ENST00000277540
ENSG00000101997	CCDC22	ENST00000376227
ENSG00000100276	RASL10A	ENST00000216101
ENSG00000214357	NEURL1B	ENST00000369800
ENSG00000148396	SEC16A	ENST00000313050
ENSG00000197177	GPR123	ENST00000392607
ENSG00000165355	FBXO33	ENST00000298097
ENSG00000109536	FRG1	ENST00000226798
ENSG00000109534	GAR1	ENST00000226796
ENSG00000160570	DEDD2	ENST00000595337
ENSG00000205464	ATP6AP1L	ENST00000380167
ENSG00000169856	ONECUT1	ENST00000305901
ENSG00000112763	BTN2A1	ENST00000312541
ENSG00000258417	OC90	ENST00000603859
ENSG00000144354	CDCA7	ENST00000306721
ENSG00000115966	ATF2	ENST00000264110
ENSG00000205268	PDE7A	ENST00000401827
ENSG00000140264	SERF2	ENST00000409960
ENSG00000185518	SV2B	ENST00000394232
ENSG00000105173	CCNE1	ENST00000262643
ENSG00000165359	DDX26B	ENST00000370752
ENSG00000118004	COLEC11	ENST00000418971
ENSG00000167969	ECI1	ENST00000301729
ENSG00000118007	STAG1	ENST00000383202
ENSG00000100197	CYP2D6	ENST00000360608
ENSG00000157483	MYO1E	ENST00000288235
ENSG00000101888	NXT2	ENST00000218004
ENSG00000166160	OPN1MW2	ENST00000369929
ENSG00000077327	SPAG6	ENST00000376624
ENSG00000133640	LRRIQ1	ENST00000393217
ENSG00000101882	NKAP	ENST00000371410
ENSG00000101883	RHOXF1	ENST00000217999
ENSG00000124092	CTCFL	ENST00000423479
ENSG00000145779	TNFAIP8	ENST00000513374
ENSG00000138459	SLC35A5	ENST00000492406
ENSG00000167965	MLST8	ENST00000569417
ENSG00000164588	HCN1	ENST00000303230
ENSG00000101200	AVP	ENST00000380293
ENSG00000242498	C15orf38	ENST00000357484
ENSG00000138101	DTNB	ENST00000406818
ENSG00000138100	TRIM54	ENST00000296098
ENSG00000222046	DCDC2B	ENST00000409358
ENSG00000222047	C10orf55	ENST00000409178
ENSG00000222040	ADRA2B	ENST00000409345
ENSG00000164587	RPS14	ENST00000401695
ENSG00000138109	CYP2C9	ENST00000260682
ENSG00000144730	IL17RD	ENST00000296318
ENSG00000182168	UNC5C	ENST00000453304
ENSG00000144736	SHQ1	ENST00000325599
ENSG00000111196	MAGOHB	ENST00000320756
ENSG00000198331	HYLS1	ENST00000425380
ENSG00000182162	P2RY8	ENST00000381297
ENSG00000159307	SCUBE1	ENST00000360835
ENSG00000130811	EIF3G	ENST00000253108
ENSG00000130810	PPAN	ENST00000556468
ENSG00000122779	TRIM24	ENST00000343526
ENSG00000173578	XCR1	ENST00000309285
ENSG00000130816	DNMT1	ENST00000359526
ENSG00000174990	CA5A	ENST00000309893
ENSG00000186895	FGF3	ENST00000334134
ENSG00000233404	FLJ20373	ENST00000414004
ENSG00000126091	ST3GAL3	ENST00000262915
ENSG00000186891	TNFRSF18	ENST00000328596
ENSG00000173575	CHD2	ENST00000394196
ENSG00000173335	CST9	ENST00000376971
ENSG00000170075	GPR37L1	ENST00000367282
ENSG00000170074	FAM153A	ENST00000440605
ENSG00000186081	KRT5	ENST00000252242
ENSG00000166532	RIMKLB	ENST00000357529
ENSG00000186925	KRTAP19-6	ENST00000334046
ENSG00000196911	KPNA5	ENST00000368564
ENSG00000010282	HHATL	ENST00000441594
ENSG00000158435	CNOT11	ENST00000289382
ENSG00000010539	ZNF200	ENST00000431561
ENSG00000196917	HCAR1	ENST00000432564
ENSG00000181847	TIGIT	ENST00000486257
ENSG00000164764	SBSPON	ENST00000297354
ENSG00000122136	OBP2A	ENST00000539850
ENSG00000080031	PTPRH	ENST00000376350
ENSG00000184831	APOO	ENST00000379226
ENSG00000178201	VN1R1	ENST00000321039
ENSG00000164761	TNFRSF11B	ENST00000297350
ENSG00000112186	CAP2	ENST00000229922
ENSG00000184838	PRR16	ENST00000379551
ENSG00000112182	BACH2	ENST00000257749
ENSG00000197535	MYO5A	ENST00000399231
ENSG00000102010	BMX	ENST00000357607
ENSG00000197536	C5orf56	ENST00000337752
ENSG00000168924	LETM1	ENST00000302787
ENSG00000197530	MIB2	ENST00000505820
ENSG00000120733	KDM3B	ENST00000314358
ENSG00000197532	OR6Y1	ENST00000302617
ENSG00000168928	CTRB2	ENST00000303037
ENSG00000122566	HNRNPA2B1	ENST00000354667
ENSG00000105559	PLEKHA4	ENST00000263265
ENSG00000212747	FAM127C	ENST00000391440
ENSG00000122203	KIAA1191	ENST00000298569
ENSG00000120738	EGR1	ENST00000239938
ENSG00000186094	AGBL4	ENST00000334103
ENSG00000011485	PPP5C	ENST00000012443
ENSG00000126890	CTAG2	ENST00000247306
ENSG00000186090	HTR3D	ENST00000382489
ENSG00000117862	TXNDC12	ENST00000371626
ENSG00000117713	ARID1A	ENST00000324856
ENSG00000127472	PLA2G5	ENST00000375108
ENSG00000234719	RP11-166B2.1	ENST00000399147
ENSG00000108448	TRIM16L	ENST00000449552
ENSG00000186088	GSAP	ENST00000257626
ENSG00000117868	ESYT2	ENST00000251527
ENSG00000174226	SNX31	ENST00000311812
ENSG00000174227	PIGG	ENST00000453061
ENSG00000174225	ARL13A	ENST00000450049
ENSG00000121022	COPS5	ENST00000357849
ENSG00000196620	UGT2B15	ENST00000338206
ENSG00000170214	ADRA1B	ENST00000306675
ENSG00000026297	RNASET2	ENST00000508775
ENSG00000086205	FOLH1	ENST00000256999
ENSG00000086666	ZFAND6	ENST00000261749
ENSG00000081923	ATP8B1	ENST00000536015
ENSG00000086200	IPO11	ENST00000409296
ENSG00000257230	RP11-272B17.2	ENST00000548613
ENSG00000134222	PSRC1	ENST00000369909
ENSG00000143420	ENSA	ENST00000339643
ENSG00000112984	KIF20A	ENST00000394894
ENSG00000112983	BRD8	ENST00000254900
ENSG00000092847	AGO1	ENST00000373204
ENSG00000112981	NME5	ENST00000265191
ENSG00000124459	ZNF45	ENST00000269973
ENSG00000182572	HIST1H3I	ENST00000328488
ENSG00000128298	BAIAP2L2	ENST00000381669
ENSG00000179954	SSC5D	ENST00000389623
ENSG00000097046	CDC7	ENST00000428239
ENSG00000110367	DDX6	ENST00000264018
ENSG00000182575	NXPH3	ENST00000328741
ENSG00000025800	KPNA6	ENST00000373625
ENSG00000204790	CBWD6	ENST00000377457
ENSG00000005421	PON1	ENST00000222381
ENSG00000120669	SOHLH2	ENST00000554962
ENSG00000123575	FAM199X	ENST00000493442
ENSG00000128714	HOXD13	ENST00000392539
ENSG00000107105	ELAVL2	ENST00000397312
ENSG00000107104	KANK1	ENST00000382303
ENSG00000184697	CLDN6	ENST00000396925
ENSG00000108759	KRT32	ENST00000225899
ENSG00000110711	AIP	ENST00000279146
ENSG00000053501	USE1	ENST00000263897
ENSG00000099875	MKNK2	ENST00000250896
ENSG00000165863	C10orf82	ENST00000369210
ENSG00000042493	CAPG	ENST00000263867
ENSG00000110852	CLEC2B	ENST00000228438
ENSG00000203924	SPANXN2	ENST00000370498
ENSG00000110713	NUP98	ENST00000324932
ENSG00000212900	KRTAP3-2	ENST00000391587
ENSG00000203923	SPANXN1	ENST00000370493
ENSG00000266258	RP11-41O4.1	ENST00000584919
ENSG00000072201	LNX1	ENST00000263925
ENSG00000007350	TKTL1	ENST00000369915
ENSG00000269647	BX842679.1	ENST00000599640
ENSG00000204572	KRTAP5-10	ENST00000398531
ENSG00000086065	CHMP5	ENST00000223500
ENSG00000100823	APEX1	ENST00000216714
ENSG00000234298	TCEB3CL	ENST00000451265
ENSG00000137135	ARHGEF39	ENST00000378387
ENSG00000126561	STAT5A	ENST00000345506
ENSG00000103335	PIEZO1	ENST00000301015
ENSG00000249709	ZNF564	ENST00000339282
ENSG00000177511	ST8SIA3	ENST00000324000
ENSG00000110717	NDUFS8	ENST00000313468
ENSG00000259471	RP11-321F6.1	ENST00000558797
ENSG00000104818	CGB2	ENST00000359342
ENSG00000166930	MS4A5	ENST00000300190
ENSG00000179593	ALOX15B	ENST00000380183
ENSG00000008513	ST3GAL1	ENST00000319914
ENSG00000268805	PRED57	ENST00000600921
ENSG00000141905	NFIC	ENST00000443272
ENSG00000143434	SEMA6C	ENST00000368913
ENSG00000034239	EFCAB1	ENST00000262103
ENSG00000188352	FOCAD	ENST00000380249
ENSG00000113580	NR3C1	ENST00000231509
ENSG00000144357	UBR3	ENST00000418381
ENSG00000113583	C5orf15	ENST00000231512
ENSG00000129219	PLD2	ENST00000263088
ENSG00000131848	ZSCAN5A	ENST00000587340
ENSG00000008441	NFIX	ENST00000397661
ENSG00000151304	SRFBP1	ENST00000339397
ENSG00000176915	ANKLE2	ENST00000357997
ENSG00000176919	C8G	ENST00000224181
ENSG00000129214	SHBG	ENST00000380450
ENSG00000100393	EP300	ENST00000263253
ENSG00000106410	NOBOX	ENST00000467773
ENSG00000198157	HMGN5	ENST00000358130
ENSG00000179673	RPRML	ENST00000322329
ENSG00000106415	GLCCI1	ENST00000223145
ENSG00000134480	CCNH	ENST00000256897
ENSG00000197150	ABCB8	ENST00000297504
ENSG00000171425	ZNF581	ENST00000587252
ENSG00000166938	DIS3L	ENST00000319212
ENSG00000175063	UBE2C	ENST00000356455
ENSG00000175793	SFN	ENST00000339276
ENSG00000175792	RUVBL1	ENST00000322623
ENSG00000111450	STX2	ENST00000392373
ENSG00000175066	GK5	ENST00000392993
ENSG00000139223	ANP32D	ENST00000266594
ENSG00000111981	ULBP1	ENST00000229708
ENSG00000009307	CSDE1	ENST00000438362
ENSG00000179627	ZBTB42	ENST00000342537
ENSG00000179626	OR6C4	ENST00000394256
ENSG00000187871	GFRAL	ENST00000340465
ENSG00000062370	ZNF112	ENST00000337401
ENSG00000132964	CDK8	ENST00000381527
ENSG00000131051	RBM39	ENST00000253363
ENSG00000162882	HAAO	ENST00000294973
ENSG00000135577	NMBR	ENST00000258042
ENSG00000078589	P2RY10	ENST00000171757
ENSG00000255561	FDXACB1	ENST00000260257
ENSG00000170949	ZNF160	ENST00000429604
ENSG00000172421	EFCAB3	ENST00000450662
ENSG00000083838	ZNF446	ENST00000594369
ENSG00000113638	TTC33	ENST00000337702
ENSG00000140553	UNC45A	ENST00000418476
ENSG00000070495	JMJD6	ENST00000445478
ENSG00000140557	ST8SIA2	ENST00000268164
ENSG00000139970	RTN1	ENST00000267484
ENSG00000169402	RSPH10B2	ENST00000403107
ENSG00000169403	PTAFR	ENST00000373857
ENSG00000243073	PRAMEF4	ENST00000235349
ENSG00000160469	BRSK1	ENST00000309383
ENSG00000255835	RP4-559A3.7	ENST00000432920
ENSG00000108278	ZNHIT3	ENST00000225410
ENSG00000163161	ERCC3	ENST00000285398
ENSG00000183023	SLC8A1	ENST00000403092
ENSG00000240257	GAGE2D	ENST00000404720
ENSG00000163162	RNF149	ENST00000295317
ENSG00000167110	GOLGA2	ENST00000421699
ENSG00000189043	NDUFA4	ENST00000339600
ENSG00000065135	GNAI3	ENST00000369851
ENSG00000163166	IWS1	ENST00000295321
ENSG00000111186	WNT5B	ENST00000397196
ENSG00000080819	CPOX	ENST00000264193
ENSG00000167118	URM1	ENST00000452446
